proteinID,ClusterID,ClusterColor,19_16,21_23,23_23,25_23,27_23,29_23,31_23,21_29,23_29,25_29,27_29,29_29,31_29
CHOYP_LOC100123907.1.1.m.2987,1,darkslategray1,83.2243,63.6239,52.27795,76.47595,37.7597,30.92425,49.64275,41.0455,52.92445,0.1,0.1,0.1,37.67485
CHOYP_LOC100205674.1.1.m.5810,2,black,0.1,16.29655,4.2074,4.28265,0.1,0.1,0.1,12.8933,23.1665,20.56175,8.94185,9.45865,25.30455
CHOYP_LOC100222774.1.1.m.56990,1,darkslategray1,2.00585,1.93445,5.70875,2.01275,2.03175,4.30565,1.3531,1.9948,0.1,0.1,0.1,0.1,0.1
CHOYP_LOC100367089.1.4.m.1412,1,darkslategray1,9.03425,21.68465,8.67645,0.1,0.1,9.739,0.1,13.7557,0.1,0.1,0.1,0.1,0.1
CHOYP_LOC100367137.1.1.m.23977,1,darkslategray1,0.1,9.6848,3.3507,0.1,6.836,0.1,2.9715,0.1,0.1,0.1,0.1,1.2717,0.1
CHOYP_LOC100367535.1.2.m.4730,2,black,0.1,0.1,0.1,0.1,0.1,3.76075,0.1,0.1,3.6887,2.0756,1.82925,5.5675,0.1
CHOYP_LOC100367581.3.3.m.56472,1,darkslategray1,2.7309,2.33975,0.5888,0.61905,0.3566,0.1,1.20785,0.1,0.1,0.1,0.1,0.1,0.1
CHOYP_LOC100367637.1.1.m.55661,1,darkslategray1,5.1725,4.98375,3.3494,0.1,3.53815,1.9063,4.5822,3.51115,0.1,0.1,0.1,0.1,0.1
CHOYP_LOC100367954.2.2.m.66596,2,black,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.73255,0.1,0.1,7.93795,2.47865
CHOYP_LOC100368004.1.1.m.62584,1,darkslategray1,3.068,2.95795,5.8432,3.06345,9.23195,0.1,4.0514,6.1255,9.96875,0.1,0.1,0.1,0.1
CHOYP_LOC100368023.1.1.m.14890,1,darkslategray1,2.609,4.919,2.55975,2.7041,2.62995,5.5675,0.1,5.19395,0.1,0.1,2.75575,0.1,0.1
CHOYP_LOC100368071.1.1.m.6755,1,darkslategray1,4.7439,3.0498,1.60605,0.1,1.64955,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
CHOYP_LOC100368360.1.1.m.9672,1,darkslategray1,45.0905,28.99205,7.443,2.55895,7.773,0.1,0.1,10.1999,2.7662,0.1,0.1,0.1,0.1
CHOYP_LOC100369194.1.1.m.42345,1,darkslategray1,6.86105,4.9608,2.76945,4.07615,7.0391,2.5131,3.79795,2.32865,0.6701,0.1,1.2101,3.1475,1.2041
CHOYP_LOC100369290.1.1.m.66929,2,black,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.26365,2.85885,3.01285,2.67685
CHOYP_LOC100369712.1.1.m.64282,1,darkslategray1,8.26745,7.96585,8.02345,8.436,8.4988,0.1,10.9768,8.4111,9.08405,0.1,0.1,0.1,8.24605
CHOYP_LOC100372208.1.1.m.18397,1,darkslategray1,1.6609,1.6021,1.5967,1.72915,0.1,1.78725,2.19655,0.1,0.1,0.1,0.1,1.8131,1.67855
CHOYP_LOC100372473.1.5.m.7845,1,darkslategray1,3.6086,5.21985,0.1,0.1,1.93595,2.0444,0.1,0.1,0.1,0.1,0.1,0.1,0.1
CHOYP_LOC100372473.3.5.m.39839,1,darkslategray1,23.8771,18.6112,11.0095,1.23265,1.2389,0.1,22.64735,6.94305,8.7312,2.79515,0.1,0.1,0.1
CHOYP_LOC100373522.2.5.m.19698,2,black,15.9013,0.1,0.1,0.1,5.7861,8.8326,0.1,12.71655,9.89065,31.59925,8.43045,16.27525,0.1
CHOYP_LOC100373578.1.1.m.478,1,darkslategray1,1.1453,1.10535,0.1,3.3233,0.1,2.38295,0.1,0.1,0.1,0.1,0.1,0.1,0.1
CHOYP_LOC100374254.1.1.m.22199,1,darkslategray1,7.0563,6.7989,3.5189,7.20015,7.25375,0.1,0.1,7.2494,0.1,0.1,0.1,0.1,3.60785
CHOYP_LOC100375029.6.10.m.36981,2,black,0.1,0.1,0.1,0.1,0.1,0.1,29.79795,0.1,0.1,0.1,35.4582,49.04275,11.08805
CHOYP_LOC100375029.8.10.m.60484,2,black,0.1,18.18765,2.3577,23.5857,2.50335,2.5749,3.16975,0.1,0.1,0.1,9.9523,0.1,40.0302
CHOYP_LOC100376200.1.1.m.19157,1,darkslategray1,0.1,4.62315,0.1,4.9726,4.99865,0.1,6.3289,0.1,0.1,0.1,0.1,0.1,4.71995
CHOYP_LOC100376749.1.1.m.27252,1,darkslategray1,3.70335,1.8012,0.1,1.94455,5.65075,2.0101,0.1,0.1,0.1,0.1,0.1,2.0393,0.1
CHOYP_LOC100377392.2.4.m.21904,2,black,0.1,0.1,7.5449,11.8238,10.0234,4.23915,0.1,7.9094,10.64845,14.14205,10.2804,10.73085,15.55115
CHOYP_LOC100378445.1.1.m.7111,1,darkslategray1,0.1,1.1233,2.1676,1.2112,2.296,1.25135,0.1,0.1,1.26025,0.1,0.1,1.26925,0.1
CHOYP_LOC100378487.1.1.m.64108,1,darkslategray1,0.871,3.17215,3.1951,3.3593,4.21625,3.59035,4.37115,3.3542,4.5342,0.1,1.74055,0.1,1.64185
CHOYP_LOC100485383.1.1.m.52650,1,darkslategray1,12.7774,16.4219,5.15545,0.1,2.20325,0.1,25.45775,5.4532,0.1,0.1,0.1,0.1,0.1
CHOYP_LOC100561410.1.1.m.58687,1,darkslategray1,2.64405,5.0114,10.09525,8.0111,7.97505,5.79905,13.8112,7.9448,5.71485,0.1,8.256,0.1,7.81005
CHOYP_LOC100565534.1.3.m.28075,1,darkslategray1,24.532,13.5288,3.49695,7.15455,7.379,0.1,0.1,7.13345,0.1,4.28065,0.1,0.1,0.1
CHOYP_LOC100635182.1.1.m.5368,2,black,0.1,0.1,0.1,0.1,0.1,0.1,3.04295,2.3343,0.1,2.76725,9.52345,2.5083,8.9835
CHOYP_LOC100638431.3.10.m.24462,1,darkslategray1,11.7407,11.2455,3.773,6.11255,4.1131,4.34665,10.32205,7.9094,2.21485,0.1,2.11015,0.1,0.1
CHOYP_LOC100642891.1.1.m.25638,1,darkslategray1,0.1,0.1,1.91805,8.1619,4.01,4.25405,2.63675,2.02865,2.2225,0.1,0.1,0.1,1.9739
CHOYP_LOC100644613.1.1.m.55011,1,darkslategray1,0.1,0.1,3.33895,1.83865,3.53675,1.95145,0.1,0.1,0.1,0.1,0.1,0.1,1.74685
CHOYP_LOC100693418.2.2.m.56971,1,darkslategray1,10.75575,15.53185,10.4383,10.97495,5.4854,5.9944,7.18235,10.94255,5.87795,0.1,5.75045,0.1,10.72785
CHOYP_LOC100696604.1.1.m.40638,2,black,0.1,0.1,16.07545,0.1,0.1,0.1,0.1,17.02415,0.1,15.9906,18.71925,30.07935,0.1
CHOYP_LOC100705966.1.1.m.45957,2,black,0.1,11.06725,13.32505,11.6818,2.45245,2.5225,3.10505,46.78045,50.5089,41.7962,14.59365,12.64215,43.58205
CHOYP_LOC100710578.1.1.m.62426,2,black,1.70765,6.3727,1.63365,1.70515,0.1,0.1,0.1,6.71925,9.109,8.0011,1.794,3.7292,6.63325
CHOYP_LOC100730443.1.1.m.57698,2,black,4.9069,0.1,0.1,0.1,0.1,0.1,0.1,1.69765,1.8001,1.9988,1.7533,0.1,1.64295
CHOYP_LOC100740246.1.1.m.25108,1,darkslategray1,0.1,1.934,0.1,2.07795,2.0887,2.14815,0.1,0.1,0.1,0.1,0.1,0.1,0.1
CHOYP_LOC100869188.1.1.m.18952,1,darkslategray1,3.01265,1.47725,7.2627,4.5747,3.05185,0.1,2.0195,3.06305,3.26865,0.1,0.1,0.1,0.1
CHOYP_LOC100876515.1.2.m.37063,2,black,0.1,0.12905,0.1,0.13235,0.1,0.1385,0.1,0.1,2.79865,0.15025,0.31155,4.0912,3.2955
CHOYP_LOC100890099.1.1.m.11505,1,darkslategray1,328.4778,0.1,0.1,0.1,399.37935,0.1,0.1,0.1,88.20305,219.74785,0.1,416.6036,0.1
CHOYP_LOC100890753.1.3.m.50299,1,darkslategray1,1.72025,2.48415,2.51515,1.7553,3.56645,0.97525,1.19325,1.79515,0.9821,2.14645,0.1,0.1,0.1
CHOYP_LOC100892181.1.1.m.49777,2,black,0.1,0.1,1.5833,0.1,0.1,0.1,0.1,1.6741,1.7849,2.001,5.1409,0.1,1.6644
CHOYP_LOC100909243.1.1.m.22728,1,darkslategray1,9.1672,2.261,2.3005,6.9624,11.8044,4.97455,3.08565,2.38535,0.1,5.5743,2.47625,2.59655,0.1
CHOYP_LOC101063838.1.1.m.50540,2,black,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.6277,0.1,3.14655,0.1,2.82405,0.1
CHOYP_LOC101064328.2.3.m.57090,1,darkslategray1,20.5946,19.8432,15.5205,14.3296,0.1,12.7003,0.1,23.2869,0.1,0.1,0.1,0.1,6.82335
CHOYP_LOC101065149.1.1.m.49591,2,black,0.1,0.1,0.1,0.1,0.1,1.61995,0.1,2.88995,1.632,0.1,3.00355,3.13075,2.83325
CHOYP_LOC101067281.1.2.m.14666,1,darkslategray1,16.3519,13.7909,8.08865,16.68515,14.60225,6.6569,5.48365,12.4651,6.76845,9.93945,8.6449,0.1,0.1
CHOYP_LOC101072591.1.1.m.1861,1,darkslategray1,5.45735,7.894,5.2963,5.56855,2.80785,3.06615,0.1,0.1,3.00705,3.37535,2.928,0.1,0.1
CHOYP_LOC101076180.1.1.m.41749,1,darkslategray1,0.1,0.1,1.3195,1.9888,2.65465,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
CHOYP_LOC101159300.1.1.m.26609,1,darkslategray1,3.75205,0.1,3.6808,7.72925,15.1845,0.1,0.1,0.1,0.1,0.1,3.9449,0.1,0.1
CHOYP_LOC101162206.1.1.m.53261,1,darkslategray1,6.7142,3.2928,0.1,3.54055,0.1,3.66135,4.5122,0.1,0.1,0.1,3.60845,0.1,0.1
CHOYP_LOC101169131.2.2.m.32499,1,darkslategray1,0.1,0.1,0.1,3.20045,6.52505,0.1,6.2703,0.1,0.1,0.1,0.1,0.1,0.1
CHOYP_LOC101173335.4.4.m.49816,2,black,182.6314,74.04785,57.98815,58.2571,163.1489,183.0191,168.2268,0.1,82.0958,171.43925,177.58445,214.32635,0.1
CHOYP_LOC574855.1.9.m.547,2,black,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.89945,1.6586,1.7384,4.5577
CHOYP_LOC576498.1.1.m.10455,1,darkslategray1,6.96175,7.8294,4.50795,1.2124,1.2237,1.2992,1.5901,5.9038,1.30845,0.1,0.1,0.1,1.19545
CHOYP_LOC576797.1.1.m.8986,2,black,1.9072,0.1,3.5958,0.1,0.1,0.1,0.1,1.94015,0.1,4.4933,2.00395,2.1111,1.9182
CHOYP_LOC584270.1.1.m.49225,2,black,3.03665,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.6989,6.39755,3.3812,0.1
CHOYP_LOC584364.2.2.m.57790,1,darkslategray1,69.9232,0.1,31.67075,0.1,33.4182,35.56565,0.1,0.1,0.1,0.1,23.38035,0.1,0.1
CHOYP_LOC585972.1.1.m.25356,1,darkslategray1,1.7027,1.64245,0.1,1.7002,1.7732,1.82345,0.1,1.7224,0.1,0.1,0.1,0.1,0.1
CHOYP_LOC586122.3.4.m.63155,2,black,0.1,0.1,0.1,0.1,0.1,0.1,2.0195,0.1,0.1,1.84205,3.18265,9.85135,2.97965
CHOYP_LOC590756.3.6.m.40372,1,darkslategray1,2.0304,0.1,0.1,2.03735,2.0566,2.18575,0.1,0.1,0.1,0.1,0.1,0.1,0.1
CHOYP_LOC592142.4.9.m.49474,2,black,9.6483,3.48535,6.985,0.1,0.1,0.1,0.1,9.8361,5.42675,8.7878,0.1,2.66015,6.1348
CHOYP_LOC592209.1.1.m.48009,1,darkslategray1,14.1303,15.3018,3.5189,3.71845,1.83295,0.1,0.1,5.37905,0.1,0.1,0.1,0.1,0.1
CHOYP_LOC592411.1.1.m.19664,1,darkslategray1,0.1,2.3366,2.37745,2.41955,2.52435,0.1,0.1,0.1,2.6867,0.1,0.1,0.1,0.1
CHOYP_LOC592857.1.1.m.62834,1,darkslategray1,8.43535,2.70575,2.03765,2.16545,1.4452,0.1,1.8666,1.4303,0.833,0.1,0.1,0.1,0.1
CHOYP_LOC660510.1.1.m.56258,2,black,2.3638,0.1,0.1,0.1,0.1,2.60115,6.1287,4.6962,5.0719,2.8352,4.88075,2.6178,4.60405
CHOYP_LOC662320.2.2.m.19454,1,darkslategray1,0.1,7.69375,2.6434,0.1,2.8071,0.1,7.00425,0.1,2.9085,0.1,0.1,0.1,0.1
CHOYP_LOC725079.1.1.m.66349,1,darkslategray1,3.53155,1.7273,1.75725,1.85545,1.865,1.96935,2.3529,0.1,5.75,0.1,0.1,0.1,0.1
CHOYP_LOC752782.1.1.m.53937,2,black,0.1,255.1912,439.6172,0.1,0.1,0.1,0.1,568.72235,328.73155,0.1,197.9363,0.1,266.4716
CHOYP_LOC764898.1.1.m.28118,1,darkslategray1,7.983,3.87185,7.6796,4.1639,4.18565,4.30625,0.1,0.1,0.1,0.1,0.1,0.1,3.95275
CHOYP_MD27A.1.2.m.18338,1,darkslategray1,1.83555,1.77045,1.8012,5.41765,3.77345,2.01875,0.1,3.62405,0.1,0.1,0.1,0.1,0.1
CHOYP_MET14.1.1.m.5073,1,darkslategray1,5.59225,1.1233,4.30685,0.1,1.1787,3.6371,5.931,1.18295,0.1,0.1,1.2279,0.1,0.1
CHOYP_MICPUN_58704.1.1.m.54967,1,darkslategray1,2.59625,4.919,4.95455,2.7041,2.71815,0.1,0.1,2.63955,0.1,0.1,0.1,0.1,0.1
CHOYP_MOB1.1.1.m.19452,2,black,0.1,0.1,4.93185,0.1,2.70595,0.1,0.1,2.64245,2.8802,3.11625,2.73,0.1,5.0627
CHOYP_MSMB.4.5.m.40217,1,darkslategray1,0.1,0.1,2.9164,12.01215,0.1,6.3587,0.1,0.1,0.1,0.1,0.1,3.2935,0.1
CHOYP_NAEGRDRAFT_47557.1.1.m.11283,1,darkslategray1,10.5933,6.7989,6.8083,3.5817,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
CHOYP_NEMVEDRAFT_V1G154974.1.1.m.44261,2,black,0.1,0.1,0.1,5.3828,10.5448,5.7192,0.1,5.2531,5.60815,12.43975,5.4596,5.64945,5.1091
CHOYP_NEMVEDRAFT_V1G202687.1.1.m.8886,1,darkslategray1,0.602,1.5902,0.57735,1.67485,0.6065,1.2009,0.1,0.1,0.1,0.1,0.1,0.1,0.1
CHOYP_NEMVEDRAFT_V1G224038.3.5.m.31061,1,darkslategray1,20.8241,4.01285,2.09745,0.1,2.1547,2.29015,0.1,0.1,4.5634,0.1,0.1,0.1,0.1
CHOYP_NEMVEDRAFT_V1G235461.1.1.m.28341,1,darkslategray1,0.1,0.1,20.86235,24.1501,35.30115,23.441,0.1,0.1,0.1,7.82855,6.84255,4.75615,0.1
CHOYP_NEMVEDRAFT_V1G235656.1.1.m.19149,1,darkslategray1,10.55085,10.1659,15.42635,10.7659,10.84605,5.725,7.062,10.73415,0.1,0.1,5.6419,5.9192,0.1
CHOYP_NEMVEDRAFT_V1G236573.1.2.m.46431,2,black,0.1,0.1,0.1,0.1,3.9621,0.1,0.1,7.61545,0.1,0.1,7.91475,8.37795,3.8242
CHOYP_NEMVEDRAFT_V1G236658.5.6.m.34525,2,black,0.1,0.1,3.3658,0.1,0.1,3.7742,0.1,3.5822,3.80175,0.1,18.30735,11.483,20.7181
CHOYP_NEMVEDRAFT_V1G243463.1.1.m.49871,2,black,1.9388,1.86995,0.1,0.1,0.1,0.1,0.1,1.9723,2.1486,0.1,2.0372,2.14615,1.90845
CHOYP_NEMVEDRAFT_V1G96234.1.1.m.27743,1,darkslategray1,4.1107,1.9804,2.01855,5.22325,4.22575,1.1555,1.416,2.09105,0.1,0.1,1.13935,0.1,0.1
CHOYP_NF70.1.4.m.31159,2,black,0.1,0.1,0.1,0.1,4.24585,0.1,0.1,0.1,0.1,0.1,8.7822,5.24155,37.85755
CHOYP_NOL10.1.1.m.1606,1,darkslategray1,0.87025,0.84035,1.5881,1.66975,1.6822,1.78455,2.1727,0.88005,2.6847,1.03735,0.1,0.1,0.1
CHOYP_NRDC.1.1.m.28526,1,darkslategray1,0.56755,0.54865,2.01715,2.6638,5.3068,0.6206,4.80015,0.1,0.60945,1.87505,0.5972,0.1,0.1
CHOYP_P3A2.1.3.m.11560,1,darkslategray1,0.1,2.39005,1.216,2.48445,1.28045,0.1,1.66815,0.1,0.1,0.1,0.1,0.1,0.1
CHOYP_PAN2.1.1.m.44693,1,darkslategray1,23.562,41.5818,95.46415,47.2394,53.1107,39.1313,67.93225,56.1644,17.07925,67.07615,0.1,0.1,125.55935
CHOYP_PCDH9.5.5.m.59488,1,darkslategray1,0.1,6.1439,9.8216,3.87395,5.37405,2.78965,6.8202,0.1,0.1,1.60185,4.0359,0.1,3.9023
CHOYP_POLR3K.1.1.m.8423,1,darkslategray1,0.1,8.30365,4.27185,4.5147,8.8282,0.1,5.7448,0.1,4.83285,0.1,0.1,0.1,0.1
CHOYP_PRP6.2.2.m.34365,1,darkslategray1,111.52565,126.77505,137.33525,143.5327,0.1,0.1,0.1,103.5642,0.1,58.6853,0.1,0.1,0.1
CHOYP_PYRD2.1.1.m.26691,1,darkslategray1,2.843,1.82465,1.83785,0.9978,1.964,2.08715,0.1,0.1,1.0761,0.1,0.1,1.08375,0.1
CHOYP_QPCT.1.1.m.38977,2,black,0.1,0.1,1.64245,0.1,0.1,7.0172,0.1,1.6931,3.5604,2.0045,8.54995,7.1741,0.1
CHOYP_RNOY.1.3.m.4495,1,darkslategray1,2.2536,2.16255,2.2112,2.3355,13.4816,0.1,0.1,4.47255,0.1,0.1,0.1,0.1,0.1
CHOYP_RNOY.3.3.m.58342,1,darkslategray1,13.6656,15.37995,11.14815,11.5857,9.3731,5.0893,15.12925,4.70145,2.58905,5.5288,2.45425,0.1,6.79545
CHOYP_RPS24.1.8.m.571,2,black,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,17.84235,18.37555,0.1
CHOYP_RS8.8.14.m.44842,1,darkslategray1,0.1,0.1,40.21305,0.1,0.1,84.06055,0.1,0.1,0.1,0.1,0.1,0.1,0.1
CHOYP_RSSA.3.10.m.22114,2,black,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.9296,0.1,3.59175,3.26025
CHOYP_SMP_001000.1.1.m.39561,1,darkslategray1,9.48785,12.19915,0.1,0.1,3.2491,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
CHOYP_SMP_012720.1.2.m.31152,2,black,3.01295,0.1,8.6999,0.1,0.1,42.14975,0.1,6.158,57.8777,0.1,44.4738,14.29215,7.9686
CHOYP_SMP_148160.1.1.m.11635,1,darkslategray1,12.42325,6.8338,5.19155,3.74195,5.4445,0.1,4.7144,3.65215,1.974,2.19245,0.1,0.1,0.1
CHOYP_SMP_168770.1.1.m.18618,1,darkslategray1,9.76685,9.4105,3.17075,6.57325,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
CHOYP_SODM.2.2.m.62946,1,darkslategray1,0.1,0.1,9.54915,10.09555,13.24225,3.5144,12.86335,0.1,0.1,11.7089,0.1,3.56595,6.54515
CHOYP_SPR.1.3.m.17978,1,darkslategray1,3.84665,7.41265,1.94105,2.0498,2.0604,0.1,2.6008,0.1,6.3109,0.1,0.1,0.1,3.8443
CHOYP_SREC2.9.9.m.66799,2,black,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.68805,4.1412,0.1,3.7151,0.1
CHOYP_SSU72.1.1.m.2079,2,black,5.0586,2.4932,0.1,5.16175,0.1,5.51665,3.4119,7.7271,5.68455,18.43415,5.4121,2.864,5.0455
CHOYP_TBA.1.6.m.12217,1,darkslategray1,441.20555,544.12625,198.43425,143.3838,112.79015,16.7105,280.26985,34.45415,140.54485,183.0576,83.7,50.3576,0.1
CHOYP_TBA.5.6.m.37448,1,darkslategray1,12.484,4.073,12.07275,8.4994,21.62265,36.45855,99.6944,16.95025,0.1,0.1,4.46465,13.9508,32.9151
CHOYP_TBA1A.2.4.m.19573,1,darkslategray1,0.1,108.6418,115.5204,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
CHOYP_TBG1.1.1.m.28190,1,darkslategray1,2.30525,2.2229,2.27295,2.307,1.19255,1.26605,0.1,2.3436,0.1,1.41415,0.1,0.1,0.1
CHOYP_TMEL_0889.1.2.m.168,2,black,0.1,0.1,0.1,0.1,0.1,1.7845,0.1,0.1,0.1,1.9436,4.9734,3.45895,1.6324
CHOYP_TPM.17.19.m.63919,2,black,0.1,0.1,87.95335,86.9468,77.24905,81.6865,74.9678,0.1,0.1,49.79045,152.07435,162.7206,0.1
CHOYP_TRI33.5.8.m.56889,2,black,0.1,0.1,0.1,0.1,0.1,1.87225,0.1,0.1,1.88625,0.1,3.48625,3.634,4.95105
CHOYP_TRIADDRAFT_37121.1.1.m.51940,1,darkslategray1,0.1,1.70655,1.6925,3.49975,1.84255,1.9456,0.1,3.48945,0.1,0.1,0.1,0.1,0.1
CHOYP_TRIADDRAFT_49883.1.1.m.29857,1,darkslategray1,9.6557,7.96585,1.3697,1.4827,1.4903,0.1,0.1,2.8037,0.1,0.1,0.1,0.1,0.1
CHOYP_TSP_02835.1.1.m.26375,1,darkslategray1,20.0595,23.20485,11.73745,8.19145,4.10685,4.3679,5.38525,12.2626,8.82075,0.1,0.1,0.1,8.007
CHOYP_TVAG_355490.7.22.m.16997,1,darkslategray1,0.1,1.13645,0.1,2.009,0.8117,3.3821,11.4998,1.58785,0.1,0.1,0.1,2.14615,0.1
CHOYP_TXN4A.1.2.m.59542,1,darkslategray1,7.7471,0.1,3.75995,4.0776,0.1,8.4486,5.1873,0.1,0.1,0.1,4.15595,0.1,0.1
CHOYP_TXND3.2.4.m.21415,1,darkslategray1,60.28185,53.9207,0.1,0.1,0.1,13.17155,0.1,0.1,0.1,0.1,0.1,0.1,0.1
CHOYP_UBE2C.1.1.m.55757,1,darkslategray1,0.1,0.1,7.87095,2.87325,5.7264,0.1,0.1,2.82035,0.1,0.1,0.1,0.1,0.1
CHOYP_UBR7.1.1.m.7300,1,darkslategray1,2.62085,1.28855,2.48875,0.1,1.39025,1.4673,1.7543,0.1,1.4782,0.1,0.1,0.1,0.1
CHOYP_VOLCADRAFT_89567.1.1.m.27272,1,darkslategray1,10.5641,48.2946,15.3592,10.8681,2.7159,0.1,0.1,21.4683,2.9085,0.1,0.1,0.1,0.1
CHOYP_XRN2.1.1.m.13943,1,darkslategray1,8.4339,9.2154,11.45375,8.01165,9.2883,7.34265,13.4363,3.42945,4.31685,3.4199,1.23625,1.89185,1.7141
